Name,Type,mag,Const,_RAJ2000,_DEJ2000
I3475,Gx,13.3,Vir,188.1753,12.7667
I3476,Gx,12.7,Com,188.1753,14.0500
I3478,Gx,,Com,188.1753,14.2000
I3479,,,Com,188.1753,25.4000
I3480,,,Com,188.1753,26.8334
4437,,,Vir,188.2003,0.1167
4517,Gx,10.5,Vir,188.2003,0.1167
4521,Gx,13.0,Dra,188.2003,63.9501
I3481,Gx,14.0,Vir,188.2253,11.4000
I3568,Pl,12.0,Cam,188.2253,82.5501
4515,Gx,13.0,Com,188.2503,16.2500
I3482,,,Com,188.2503,27.8334
4509,Gx,14.0,CVn,188.2753,32.1001
4516,Gx,14.0,Com,188.2753,14.5667
I3484,Gx,15.0,Com,188.2753,17.4000
I3488,Gx,,Com,188.2753,26.3500
4518,Gx,15.0,Vir,188.3003,7.8500
I3483,Gx,15.0,Vir,188.3003,11.3500
I3485,*,,Vir,188.3003,9.2167
I3486,,,Vir,188.3003,12.8667
I3487,,,Vir,188.3003,9.4000
I3489,Gx,15.0,Vir,188.3003,12.2334
I3490,Gx,16.0,Vir,188.3003,10.9167
I3491,Gx,,Com,188.3003,27.1001
I3492,Gx,15.0,Vir,188.3003,12.8500
I3494,Gx,,Com,188.3003,27.5834
I3493,*,,Vir,188.3503,9.3834
4519,Gx,11.7,Vir,188.3753,8.6500
I3495,Gx,,Com,188.3753,26.7834
I3496,Gx,,Com,188.3753,26.7334
I3497,,,Com,188.3753,25.4834
I3498,*,,Com,188.3753,26.7334
4522,Gx,13.0,Vir,188.4253,9.1667
I 799,,,Vir,188.4253,-7.4000
I3499,Gx,13.3,Vir,188.4253,10.9834
I3502,Gx,,Com,188.4253,26.6167
4520,Gx,,Vir,188.4503,-7.3833
4523,Gx,14.0,Com,188.4503,15.1667
4524,Gx,14.0,Crv,188.4503,-12.0167
